path,label,features,reduced_features
s3a://ds-p8/data/Limes/r_207_100.jpg,Limes,[0.45479813 0.         0.00466161 ... 0.         0.         0.        ],"[ 9.67173457e-01 -4.34785223e+00  1.08285643e-01 -2.89843261e-01
  1.02046147e-01  6.24259524e-02 -1.75010100e-01 -9.68351936e+00
  3.13774735e-01  9.94382948e-02 -3.12293414e-02 -5.13615608e-01
  1.23272371e-02  2.43472546e-01  3.98351192e-01 -1.05192864e+00
  9.63147730e-02 -1.77113906e-01  2.42400274e-01 -8.17865193e-01
  8.64604339e-02  1.01352465e+00 -1.18433505e-01 -3.46439302e-01
  2.97331047e+00  1.10579349e-01 -1.39739498e-01 -2.59580940e-01
 -5.17751873e-01  7.61790991e-01  1.15780450e-01  5.74074864e-01
  1.09753883e+00  1.12327710e-01  4.21307713e-01  1.07048321e+00
  4.17245030e-01  6.18326426e-01 -2.40827367e-01 -3.43006104e-01
 -2.38389567e-01 -9.81107354e-03  1.21753287e+00  8.97930283e-03
 -2.58847892e-01 -9.93819758e-02  8.05316344e-02  2.68243980e+00
 -1.91211954e-01  9.31091011e-02 -5.18543065e-01  2.74804592e-01
  3.73918638e-02  2.06770703e-01 -1.61610112e-01 -1.14094011e-01
  5.16288340e-01 -2.22665757e-01  2.29554642e-02 -3.14766616e-01
 -9.92756560e-02  1.37979463e-01  8.51468965e-02  6.26790643e-01
 -2.32103869e-01  2.67968208e-01  1.46578670e-01  1.99396744e-01
 -3.90190649e+00  3.75454873e-01  6.92232028e-02 -1.34581074e-01
 -1.36314571e-01  2.17168123e-01  6.00601816e+00 -1.26432091e-01
 -8.10594484e-02  7.06972629e-02 -1.20556988e-01 -2.02048153e-01
 -1.30540296e-01 -1.28629744e+00  5.67674100e-01  1.32275015e-01
  2.14826345e-01 -2.08087802e-01 -1.42554626e-01  3.33809927e-02
 -3.73406029e+00  3.42927516e-01 -1.82602331e-01  1.07270457e-01
 -1.47502691e-01 -4.42687482e-01  3.11982393e-01  7.01891109e-02
 -2.88158178e+00 -3.19102220e-02 -1.23094274e-02 -9.06656310e-02
 -3.51979375e-01 -1.17396079e-01  5.77654690e-02 -4.66188565e-02
 -1.22436094e+00 -1.75010100e-01  6.24259524e-02  1.02046147e-01
 -2.89843261e-01  1.08285643e-01 -7.62287438e-01 -2.68817735e+00
  3.13774735e-01  9.94382948e-02 -4.12867337e-01 -3.12293414e-02
 -5.13615608e-01  1.23272371e-02  2.43472546e-01  3.98351192e-01
 -3.01220894e+00 -1.05192864e+00  9.63147730e-02 -1.77113906e-01
 -1.43484771e+00  2.42400274e-01 -8.17865193e-01  8.64604339e-02
 -1.50612545e+00 -1.80191636e+00  1.01352465e+00 -1.18433505e-01
 -1.53091896e+00 -3.46439302e-01  1.10579349e-01  5.13198793e-01
 -1.39739498e-01 -2.59580940e-01]"
s3a://ds-p8/data/Cantaloupe/163_100.jpg,Cantaloupe,[0.07105383 0.         0.         ... 0.         0.23013745 0.        ],"[-2.6640697e+00 -6.4040482e-01 -2.0050487e-02 -6.4450938e-01
  1.1672541e+00  3.6338943e-01 -9.5735776e-01 -1.3035157e+01
  7.7008915e-01  6.2064081e-01  5.1806442e-02 -9.5516436e-02
  9.8204470e-01  2.9557097e-01  2.6199156e-01 -6.4974591e-02
  6.7384338e-01 -1.7453201e-02  9.3084162e-01 -8.7234008e-01
 -5.8498615e-01 -3.5477925e-02  8.8783177e-05  2.2383938e-02
  2.6423740e+00 -6.2890339e-01  1.8638676e-01 -4.8802271e-01
 -7.8242308e-01  2.7089036e-01  2.0879702e-01  2.5797439e-01
  4.3185967e-01 -9.5695004e-02  6.3463503e-01  6.0988300e-02
 -1.2525316e-01  4.4254279e-01 -2.0477854e-01 -5.0256139e-01
 -2.9115008e-02  9.7308621e-02 -7.0012031e+00 -9.4145536e-03
 -4.1807741e-01 -3.4528410e-01 -8.2463466e-02  7.6843417e-01
 -4.0683100e-01  1.0399490e-01 -3.9718923e-01  3.3468607e-01
  3.7352595e-02  2.0677070e-01 -1.6161011e-01 -1.1409401e-01
  5.1628834e-01  7.9706484e-01  2.2955464e-02 -3.1476662e-01
 -9.9275656e-02  1.3797946e-01  8.5146897e-02 -1.9237286e+00
 -2.3210387e-01  2.6796821e-01  1.4657867e-01  1.9939674e-01
 -5.2037392e+00  3.7545487e-01  6.9223203e-02 -1.3458107e-01
 -1.3631457e-01  2.1716812e-01  7.3576741e+00 -1.2643209e-01
 -8.1059448e-02  7.0697263e-02 -1.2055699e-01 -2.0204815e-01
 -1.3054030e-01 -1.2790015e-01  5.6767410e-01  1.3227502e-01
  2.1482635e-01 -2.0808780e-01 -1.4255463e-01  3.3380993e-02
 -5.5892715e+00  3.4292752e-01 -1.8260233e-01  1.0727046e-01
 -1.4750269e-01 -1.4892453e+00  3.1198239e-01  7.0189111e-02
 -8.2620245e-01 -3.1910222e-02 -1.2309427e-02 -9.0665631e-02
 -3.5197937e-01 -1.1739608e-01  5.7765469e-02 -3.5616276e-01
 -9.2740321e-01 -9.5735776e-01  3.6338943e-01  1.1672541e+00
 -6.4450938e-01 -2.0050487e-02 -1.7445366e+00 -1.9710901e+00
  7.7008915e-01  6.2064081e-01 -1.0708634e+00  5.1806442e-02
 -9.5516436e-02  9.8204470e-01  2.9557097e-01  2.6199156e-01
 -1.3133326e+00 -6.4974591e-02  6.7384338e-01 -1.7453201e-02
 -8.3703345e-01  9.3084162e-01 -8.7234008e-01 -5.8498615e-01
  2.3337960e+00 -2.6885033e+00 -3.5477925e-02  8.8783177e-05
  6.0433269e-01  2.2383938e-02 -6.2890339e-01  1.2777578e+00
  1.8638676e-01 -4.8802271e-01]"
s3a://ds-p8/data/Pitahaya/193_100.jpg,Pitahaya,[1.134584   0.16455105 0.         ... 0.0325552  0.41795313 0.        ],"[-1.3798952e+00  4.0611477e+00 -3.0208015e-01 -1.1160899e+00
  7.2127342e-01 -6.2538064e-01 -3.7248623e-01  3.9561272e+00
 -3.9233395e-01  1.0051736e-01  4.0287146e-01 -6.2347674e-01
  7.5301814e-01 -6.5501314e-01  5.5090445e-01  2.0205387e-01
 -3.0568914e-02 -4.4551548e-01  5.7662916e-01 -2.4122243e-01
 -3.9442778e-01  2.9056561e-01  3.7531604e-03  2.4399117e-01
  5.6171484e+00  2.3152567e-01 -4.2904028e-01  1.2309908e-01
 -8.1639987e-01  1.7175353e-01  5.8095258e-01  4.6191788e-01
 -1.0876141e-01  5.8612412e-01  7.4397665e-01  6.4737329e+00
 -5.0578654e-01  6.4429402e-01 -2.2566576e-01 -4.3006608e-01
 -1.6570169e-01  4.7405515e-02  2.1164963e+00  6.2463749e-02
 -2.6825118e-01 -2.6373100e-01  5.1316794e-02  3.5790007e+00
 -2.6831475e-01  2.7673660e-02 -3.9174181e-01  2.8014904e-01
  3.7407860e-02  2.0677070e-01 -1.6161011e-01 -1.1409401e-01
  5.1628834e-01  4.8548229e-02  2.2955464e-02 -3.1476662e-01
 -9.9275656e-02  1.3797946e-01  8.5146897e-02 -2.3655142e-01
 -2.3210387e-01  2.6796821e-01  1.4657867e-01  1.9939674e-01
 -4.9951062e+00  3.7545487e-01  6.9223203e-02 -1.3458107e-01
 -1.3631457e-01  2.1716812e-01  5.9518528e+00 -1.2643209e-01
 -8.1059448e-02  7.0697263e-02 -1.2055699e-01 -2.0204815e-01
 -1.3054030e-01 -3.4627306e+00  5.6767410e-01  1.3227502e-01
  2.1482635e-01 -2.0808780e-01 -1.4255463e-01  3.3380993e-02
 -3.5384188e+00  3.4292752e-01 -1.8260233e-01  1.0727046e-01
 -1.4750269e-01  1.1750546e+00  3.1198239e-01  7.0189111e-02
  3.0613476e-01 -3.1910222e-02 -1.2309427e-02 -9.0665631e-02
 -3.5197937e-01 -1.1739608e-01  5.7765469e-02 -8.8818081e-02
 -2.4592819e+00 -3.7248623e-01 -6.2538064e-01  7.2127342e-01
 -1.1160899e+00 -3.0208015e-01  5.2041543e-01 -2.0833216e+00
 -3.9233395e-01  1.0051736e-01  1.0070640e-01  4.0287146e-01
 -6.2347674e-01  7.5301814e-01 -6.5501314e-01  5.5090445e-01
 -1.5672025e-01  2.0205387e-01 -3.0568914e-02 -4.4551548e-01
  3.1496197e-01  5.7662916e-01 -2.4122243e-01 -3.9442778e-01
  2.8671772e+00 -4.9182281e-01  2.9056561e-01  3.7531604e-03
 -4.2439566e+00  2.4399117e-01  2.3152567e-01 -2.2178527e-02
 -4.2904028e-01  1.2309908e-01]"
s3a://ds-p8/data/Potato/r2_139_100.jpg,Potato,[0.00601107 0.         0.         ... 0.         0.01206053 0.        ],"[ 6.945543    3.2874935   0.6542456  -0.39666852  0.6567874   0.03211274
 -0.50518525 -4.3974957   0.78332716  0.30010748 -0.16972712 -0.15393406
  0.56678444  0.35601634  0.70894754  0.09624343  0.23759831 -0.12020095
  0.07162735 -0.5247094   0.785887    0.15307349  0.34957507  1.1339461
  1.5507361  -0.6974591  -0.15016386 -0.03062469 -0.9826468   0.8047756
  0.57954574  0.5028708  -0.1692957   0.19571182  1.0292106   7.790552
 -0.29483333  0.5133574  -0.11774156 -0.5151433  -0.17175885  0.13595256
 -1.3643343   0.02017084 -0.30219376 -0.17911333  0.09886934  0.2856397
 -0.18289752  0.07781197 -0.43901077  0.25778818  0.03743904  0.2067707
 -0.16161011 -0.11409401  0.51628834 -0.02497329  0.02295546 -0.31476662
 -0.09927566  0.13797946  0.0851469  -0.5783207  -0.23210387  0.2679682
  0.14657867  0.19939674 -2.8315365   0.37545487  0.0692232  -0.13458107
 -0.13631457  0.21716812  1.2874134  -0.12643209 -0.08105945  0.07069726
 -0.12055699 -0.20204815 -0.1305403  -4.4593263   0.5676741   0.13227502
  0.21482635 -0.2080878  -0.14255463  0.03338099  1.466352    0.34292752
 -0.18260233  0.10727046 -0.14750269 -2.2137406   0.3119824   0.07018911
 -0.12104182 -0.03191022 -0.01230943 -0.09066563 -0.35197937 -0.11739608
  0.05776547  0.1549249  -0.10889252 -0.50518525  0.03211274  0.6567874
 -0.39666852  0.6542456  -0.61307955 -2.1057494   0.78332716  0.30010748
  0.848678   -0.16972712 -0.15393406  0.56678444  0.35601634  0.70894754
  1.0014106   0.09624343  0.23759831 -0.12020095 -1.7317644   0.07162735
 -0.5247094   0.785887   -1.6638206  -2.3719146   0.15307349  0.34957507
 -1.5642893   1.1339461  -0.6974591   1.1184947  -0.15016386 -0.03062469]"
s3a://ds-p8/data/Huckleberry/61_100.jpg,Huckleberry,[0.1152736  0.00682373 0.07833888 ... 0.82227665 0.10138448 1.3263444 ],"[-5.95643044e-01  1.24347839e+01  4.43543702e-01 -1.06782961e+00
  1.07379305e+00 -1.27854514e+00 -4.79469925e-01 -6.03200436e+00
  7.03508556e-02  2.22395435e-02 -2.42316887e-01 -1.84887275e-01
  1.78930044e-01  2.63977498e-01  9.22619164e-01 -6.76371574e-01
 -2.85498016e-02  9.39053595e-01 -9.67600420e-02 -1.14000821e+00
  6.13371849e-01  6.51339948e-01  7.16650307e-01  1.03286281e-03
 -2.14115232e-01 -5.28756440e-01 -6.50687635e-01  4.30737793e-01
 -1.54212034e+00 -3.77125263e-01  5.44827223e-01  1.40278339e+00
  2.85225183e-01  1.43756256e-01  4.83900487e-01  2.05260205e+00
 -8.49933803e-01 -3.04766715e-01 -1.25006124e-01 -3.15420330e-01
 -8.22333246e-02  3.31907882e-04  7.86201239e+00  6.52752593e-02
 -1.08406998e-01 -3.38797659e-01  1.63704485e-01 -1.15411496e+00
 -2.74364829e-01  4.73801643e-02 -3.66974473e-01  3.08015764e-01
  3.74277830e-02  2.06770703e-01 -1.61610112e-01 -1.14094011e-01
  5.16288340e-01  1.68858635e+00  2.29554642e-02 -3.14766616e-01
 -9.92756560e-02  1.37979463e-01  8.51468965e-02  5.26705742e-01
 -2.32103869e-01  2.67968208e-01  1.46578670e-01  1.99396744e-01
 -6.99919462e+00  3.75454873e-01  6.92232028e-02 -1.34581074e-01
 -1.36314571e-01  2.17168123e-01  6.80249834e+00 -1.26432091e-01
 -8.10594484e-02  7.06972629e-02 -1.20556988e-01 -2.02048153e-01
 -1.30540296e-01 -5.15921950e-01  5.67674100e-01  1.32275015e-01
  2.14826345e-01 -2.08087802e-01 -1.42554626e-01  3.33809927e-02
 -2.37235880e+00  3.42927516e-01 -1.82602331e-01  1.07270457e-01
 -1.47502691e-01 -8.91016901e-01  3.11982393e-01  7.01891109e-02
 -2.50176668e+00 -3.19102220e-02 -1.23094274e-02 -9.06656310e-02
 -3.51979375e-01 -1.17396079e-01  5.77654690e-02 -1.08437076e-01
  1.95245516e+00 -4.79469925e-01 -1.27854514e+00  1.07379305e+00
 -1.06782961e+00  4.43543702e-01 -2.57614899e+00 -3.28153658e+00
  7.03508556e-02  2.22395435e-02  3.13740283e-01 -2.42316887e-01
 -1.84887275e-01  1.78930044e-01  2.63977498e-01  9.22619164e-01
  2.20162606e+00 -6.76371574e-01 -2.85498016e-02  9.39053595e-01
  2.83207965e+00 -9.67600420e-02 -1.14000821e+00  6.13371849e-01
  2.97913575e+00 -4.51856375e+00  6.51339948e-01  7.16650307e-01
 -2.47435188e+00  1.03286281e-03 -5.28756440e-01  5.57172656e-01
 -6.50687635e-01  4.30737793e-01]"
s3a://ds-p8/data/Kohlrabi/r_301_100.jpg,Kohlrabi,[0.09118912 2.216834   2.4134076  ... 0.         2.0854652  0.9856734 ],"[-7.4462738e+00  4.1426544e+00  3.4294999e-01 -2.1255505e-01
  1.0507327e+00 -1.3009629e-01  5.1283729e-01  1.7124422e+00
  8.6524928e-01  4.4506299e-01  4.3303707e-01 -4.3746129e-01
  3.8158536e-01  1.2902768e-01  8.1794912e-01 -4.4189613e-02
  8.0291964e-02  3.3753780e-01  6.1478827e-02 -6.2926477e-01
 -3.3002740e-01 -7.2254264e-03  6.7528427e-01  3.7285665e-01
  7.4051207e-01 -4.0990219e-01  3.0710396e-01 -2.8732949e-01
 -6.1110926e-01  1.5458873e-01  6.1977017e-01  1.9613887e-01
  4.7482064e-01  8.8501729e-02  6.4516866e-01 -3.8231153e+00
 -2.9341391e-01  6.1252207e-01 -2.9897776e-01 -4.2213076e-01
 -1.7951271e-01 -1.0854994e-01  3.8318956e+00  1.7216809e-01
 -3.2857338e-01 -3.4772402e-01  1.7900750e-01  2.3548689e+00
 -3.2027486e-01  3.4710057e-02 -3.5396791e-01  3.1252825e-01
  3.7376288e-02  2.0677070e-01 -1.6161011e-01 -1.1409401e-01
  5.1628834e-01  2.4615924e+00  2.2955464e-02 -3.1476662e-01
 -9.9275656e-02  1.3797946e-01  8.5146897e-02  4.9528184e+00
 -2.3210387e-01  2.6796821e-01  1.4657867e-01  1.9939674e-01
 -5.6969390e+00  3.7545487e-01  6.9223203e-02 -1.3458107e-01
 -1.3631457e-01  2.1716812e-01  1.2549965e+01 -1.2643209e-01
 -8.1059448e-02  7.0697263e-02 -1.2055699e-01 -2.0204815e-01
 -1.3054030e-01 -7.1719108e+00  5.6767410e-01  1.3227502e-01
  2.1482635e-01 -2.0808780e-01 -1.4255463e-01  3.3380993e-02
 -1.0740783e+00  3.4292752e-01 -1.8260233e-01  1.0727046e-01
 -1.4750269e-01 -4.5655417e+00  3.1198239e-01  7.0189111e-02
  3.7779493e+00 -3.1910222e-02 -1.2309427e-02 -9.0665631e-02
 -3.5197937e-01 -1.1739608e-01  5.7765469e-02  2.7827957e-01
 -3.3816514e+00  5.1283729e-01 -1.3009629e-01  1.0507327e+00
 -2.1255505e-01  3.4294999e-01 -4.6981391e-01 -9.3438077e-01
  8.6524928e-01  4.4506299e-01  1.4386498e+00  4.3303707e-01
 -4.3746129e-01  3.8158536e-01  1.2902768e-01  8.1794912e-01
 -3.2619748e-01 -4.4189613e-02  8.0291964e-02  3.3753780e-01
 -1.4877441e+00  6.1478827e-02 -6.2926477e-01 -3.3002740e-01
 -9.0975545e-02 -7.6867204e+00 -7.2254264e-03  6.7528427e-01
 -2.0160844e+00  3.7285665e-01 -4.0990219e-01 -2.6031247e-01
  3.0710396e-01 -2.8732949e-01]"
s3a://ds-p8/data/Eggplant/r_83_100.jpg,Eggplant,[0.         0.04768109 0.         ... 0.         0.         0.04181558],"[ 7.50764370e+00  1.55322676e+01 -8.55170369e-01 -1.14168525e+00
 -1.28462061e-01  6.12273932e-01  5.03904894e-02 -7.12133265e+00
  3.82625349e-02  9.93628442e-01 -3.44288707e-01  2.62215436e-01
  8.49600807e-02 -5.92404425e-01  6.15998358e-02 -1.04481995e-01
  3.02101195e-01 -4.63242352e-01  1.04697335e+00 -5.58369637e-01
 -3.47711772e-01  8.06619152e-02  3.41928571e-01  2.58343488e-01
 -1.80571288e-01  4.53439176e-01 -1.75910100e-01 -6.32708728e-01
 -1.24729621e+00  8.33224952e-01  7.09829509e-01 -3.09124193e-03
 -1.55124605e-01  2.01432571e-01  1.03205013e+00 -3.69985604e+00
 -3.02003145e-01  3.22364062e-01 -2.07986876e-01 -4.09477443e-01
 -1.15696326e-01  2.58858539e-02  2.68191290e+00  9.69915092e-02
 -2.47107968e-01 -2.53693432e-01  4.00885418e-02  3.00494027e+00
 -2.86868572e-01  6.08827285e-02 -4.63934571e-01  2.94325978e-01
  3.74495573e-02  2.06770703e-01 -1.61610112e-01 -1.14094011e-01
  5.16288340e-01 -1.76610684e+00  2.29554642e-02 -3.14766616e-01
 -9.92756560e-02  1.37979463e-01  8.51468965e-02  2.01625848e+00
 -2.32103869e-01  2.67968208e-01  1.46578670e-01  1.99396744e-01
 -2.47157764e+00  3.75454873e-01  6.92232028e-02 -1.34581074e-01
 -1.36314571e-01  2.17168123e-01  3.14570999e+00 -1.26432091e-01
 -8.10594484e-02  7.06972629e-02 -1.20556988e-01 -2.02048153e-01
 -1.30540296e-01 -2.22043109e+00  5.67674100e-01  1.32275015e-01
  2.14826345e-01 -2.08087802e-01 -1.42554626e-01  3.33809927e-02
 -1.92629457e+00  3.42927516e-01 -1.82602331e-01  1.07270457e-01
 -1.47502691e-01 -4.35457563e+00  3.11982393e-01  7.01891109e-02
 -7.81342411e+00 -3.19102220e-02 -1.23094274e-02 -9.06656310e-02
 -3.51979375e-01 -1.17396079e-01  5.77654690e-02 -3.15648280e-02
  5.79636872e-01  5.03904894e-02  6.12273932e-01 -1.28462061e-01
 -1.14168525e+00 -8.55170369e-01  1.48702115e-01 -3.53653169e+00
  3.82625349e-02  9.93628442e-01  6.65625706e-02 -3.44288707e-01
  2.62215436e-01  8.49600807e-02 -5.92404425e-01  6.15998358e-02
  1.98497450e+00 -1.04481995e-01  3.02101195e-01 -4.63242352e-01
 -5.07087755e+00  1.04697335e+00 -5.58369637e-01 -3.47711772e-01
  7.64602900e-01 -1.48370111e+00  8.06619152e-02  3.41928571e-01
 -1.80835152e+00  2.58343488e-01  4.53439176e-01 -2.54604280e-01
 -1.75910100e-01 -6.32708728e-01]"
s3a://ds-p8/data/Pepino/r_246_100.jpg,Pepino,[0.06154228 1.303014   0.         ... 0.         0.02946173 0.13381918],"[  5.801831     3.4920938   -0.32079223   0.80088806   2.240933
   1.1052698    0.16961502  -6.2396064   -0.2903319    0.9968355
   0.2917895    0.10980958   0.5669918    0.09091645   1.2263014
  -0.7894859   -0.17109731  -0.12651736   0.74861324  -0.8734791
  -0.5759645    0.51433736   0.98901135   0.2538454   -3.9906228
   0.3813518   -0.22728615  -0.35792786  -1.1019194    0.81310385
   0.3596387    0.16132003  -0.1103669    0.26671377   0.6580296
   1.8734918   -0.63042516   0.34572175  -0.155607    -0.39276668
  -0.11703528   0.02399528  -0.19115765   0.01539736  -0.2224919
  -0.23415059   0.01364102   2.0189078   -0.24219678   0.02269313
  -0.42056635   0.33700633   0.03739734   0.2067707   -0.16161011
  -0.11409401   0.51628834  -5.707047     0.02295546  -0.31476662
  -0.09927566   0.13797946   0.0851469   -5.05861     -0.23210387
   0.2679682    0.14657867   0.19939674 -11.915231     0.37545487
   0.0692232   -0.13458107  -0.13631457   0.21716812   6.118131
  -0.12643209  -0.08105945   0.07069726  -0.12055699  -0.20204815
  -0.1305403   -6.020345     0.5676741    0.13227502   0.21482635
  -0.2080878   -0.14255463   0.03338099  -1.2670192    0.34292752
  -0.18260233   0.10727046  -0.14750269  -4.7904854    0.3119824
   0.07018911  -3.5868738   -0.03191022  -0.01230943  -0.09066563
  -0.35197937  -0.11739608   0.05776547  -0.16718319   0.39994615
   0.16961502   1.1052698    2.240933     0.80088806  -0.32079223
  -0.877737    -2.2883196   -0.2903319    0.9968355   -2.0370138
   0.2917895    0.10980958   0.5669918    0.09091645   1.2263014
  -1.8239048   -0.7894859   -0.17109731  -0.12651736  -3.099541
   0.74861324  -0.8734791   -0.5759645   -0.08977937  -0.4685945
   0.51433736   0.98901135  -1.7007654    0.2538454    0.3813518
   2.3367648   -0.22728615  -0.35792786]"
s3a://ds-p8/data/Salak/153_100.jpg,Salak,[2.5721514  0.06325553 0.         ... 0.         0.         0.2895734 ],"[ -2.087071     5.1398764    0.37033668  -0.10180679   1.2110801
  -0.51227844  -0.02325554  -5.262131    -0.07349434   0.5878912
   0.7148568    0.18733907   0.18846066  -0.05152788  -0.17920111
  -0.02954126  -0.15429132  -0.21702854   0.93720794  -0.36928645
   0.22168337   0.17247792   0.12509724  -0.2610905    8.228087
  -0.42389902   0.14801633   0.25210413  -0.83959544   0.87132514
   0.84154147   0.24515814  -0.28251937   0.8228408    0.8498985
   6.558176    -0.8315487    0.33156946  -0.13429315  -0.5061716
  -0.09606947  -0.09430414  -6.6787043    0.11103485  -0.19116311
  -0.2774478    0.06688214   6.315382    -0.28342372   0.02286525
  -0.368417     0.20636174   0.03750318   0.2067707   -0.16161011
  -0.11409401   0.51628834  -3.4314404    0.02295546  -0.31476662
  -0.09927566   0.13797946   0.0851469    8.395478    -0.23210387
   0.2679682    0.14657867   0.19939674 -12.2635145    0.37545487
   0.0692232   -0.13458107  -0.13631457   0.21716812   3.8190193
  -0.12643209  -0.08105945   0.07069726  -0.12055699  -0.20204815
  -0.1305403    0.09747953   0.5676741    0.13227502   0.21482635
  -0.2080878   -0.14255463   0.03338099  -0.7625796    0.34292752
  -0.18260233   0.10727046  -0.14750269  -5.982087     0.3119824
   0.07018911  -2.591377    -0.03191022  -0.01230943  -0.09066563
  -0.35197937  -0.11739608   0.05776547   0.61310256   3.5947537
  -0.02325554  -0.51227844   1.2110801   -0.10180679   0.37033668
  -0.8922077   -1.170304    -0.07349434   0.5878912   -2.8368607
   0.7148568    0.18733907   0.18846066  -0.05152788  -0.17920111
  -0.44703692  -0.02954126  -0.15429132  -0.21702854  -0.61659986
   0.93720794  -0.36928645   0.22168337  -2.1060011   -1.9681559
   0.17247792   0.12509724   0.5659414   -0.2610905   -0.42389902
   1.0938303    0.14801633   0.25210413]"
s3a://ds-p8/data/Ginger/47_100.jpg,Ginger,[0.3594524  0.50393397 2.8843696  ... 0.         0.19036764 0.14342828],"[-8.742562    1.5121728  -0.6192847  -0.6634049   0.88310623 -0.7561264
 -0.12974949 -2.38184     0.5241201  -0.139821   -0.0400184  -0.5492335
  1.0543145  -0.3719357   0.88556564  0.5246328  -0.30116984  0.16006772
  0.17427146 -0.77554065 -0.02684299  0.15575086  0.3377937   0.21092597
  1.4720612   0.094123    0.26072165 -0.13766313 -1.2236012   0.12874176
  0.6061973   0.03330417 -0.10044991  0.17994003  0.9285603   2.1378727
 -0.04934361  0.37344015 -0.15254697 -0.43147153 -0.13441606  0.09330958
 -5.2435017   0.10590637 -0.25052315 -0.28484812  0.07965685  0.5739684
 -0.23934548  0.05580246 -0.44746768  0.26271722  0.0374315   0.2067707
 -0.16161011 -0.11409401  0.51628834  2.456467    0.02295546 -0.31476662
 -0.09927566  0.13797946  0.0851469   2.4836032  -0.23210387  0.2679682
  0.14657867  0.19939674  1.1286379   0.37545487  0.0692232  -0.13458107
 -0.13631457  0.21716812  8.317873   -0.12643209 -0.08105945  0.07069726
 -0.12055699 -0.20204815 -0.1305403  -6.6222453   0.5676741   0.13227502
  0.21482635 -0.2080878  -0.14255463  0.03338099 -1.2343318   0.34292752
 -0.18260233  0.10727046 -0.14750269 -5.71675     0.3119824   0.07018911
 -2.6963449  -0.03191022 -0.01230943 -0.09066563 -0.35197937 -0.11739608
  0.05776547  0.02623607  0.02988891 -0.12974949 -0.7561264   0.88310623
 -0.6634049  -0.6192847  -4.9021177  -6.3934426   0.5241201  -0.139821
  1.8437666  -0.0400184  -0.5492335   1.0543145  -0.3719357   0.88556564
  1.7042633   0.5246328  -0.30116984  0.16006772 -3.3062904   0.17427146
 -0.77554065 -0.02684299 -2.2564855  -0.6436794   0.15575086  0.3377937
 -4.714528    0.21092597  0.094123    0.14506581  0.26072165 -0.13766313]"
s3a://ds-p8/data/Nectarine/93_100.jpg,Nectarine,[0.46607065 0.00914069 0.         ... 0.         0.         0.        ],"[ 4.1078334e+00  1.9458649e+00  3.4801036e-01  6.1673516e-01
  9.0155447e-01 -1.2042463e-01 -5.4314023e-01 -4.9665327e+00
  2.1083981e-01  7.8069186e-01  9.2517704e-01 -2.9439005e-01
  2.2183950e-01 -3.6405310e-01  1.5623176e-01  1.0707219e-01
 -1.0715516e-01  1.7478769e-01  1.0494952e+00 -6.8953902e-01
  7.3785585e-01  1.0262109e-01  6.3073531e-02  4.7606230e-01
  7.1761622e+00 -9.0417132e-02 -1.1933415e-01 -1.3024040e-03
 -1.1022124e+00  6.6814488e-01  6.3590270e-01 -3.4079978e-01
 -4.2018038e-03 -6.2442526e-02  3.8704410e-01  8.2052746e+00
 -4.9110094e-01  2.5183374e-01 -1.9969469e-01 -2.0440266e-01
  3.2577890e-01  2.5397772e-01 -6.1947662e-01  2.7515647e-01
 -4.6316257e-01 -4.7678009e-01 -4.4481397e-02  2.3984900e+00
 -3.6663175e-01  2.8304455e-01 -4.6077231e-01  2.7134901e-01
  3.7449498e-02  2.0677070e-01 -1.6161011e-01 -1.1409401e-01
  5.1628834e-01  1.4166491e+00  2.2955464e-02 -3.1476662e-01
 -9.9275656e-02  1.3797946e-01  8.5146897e-02 -1.2193087e+00
 -2.3210387e-01  2.6796821e-01  1.4657867e-01  1.9939674e-01
 -3.6084366e+00  3.7545487e-01  6.9223203e-02 -1.3458107e-01
 -1.3631457e-01  2.1716812e-01  4.8877811e+00 -1.2643209e-01
 -8.1059448e-02  7.0697263e-02 -1.2055699e-01 -2.0204815e-01
 -1.3054030e-01 -1.4721994e+00  5.6767410e-01  1.3227502e-01
  2.1482635e-01 -2.0808780e-01 -1.4255463e-01  3.3380993e-02
 -7.7530348e-01  3.4292752e-01 -1.8260233e-01  1.0727046e-01
 -1.4750269e-01 -6.5068585e-01  3.1198239e-01  7.0189111e-02
  4.9903721e-01 -3.1910222e-02 -1.2309427e-02 -9.0665631e-02
 -3.5197937e-01 -1.1739608e-01  5.7765469e-02  6.1096888e-02
  1.4336235e-02 -5.4314023e-01 -1.2042463e-01  9.0155447e-01
  6.1673516e-01  3.4801036e-01  6.1649036e-01 -1.6323801e+00
  2.1083981e-01  7.8069186e-01  1.5388491e+00  9.2517704e-01
 -2.9439005e-01  2.2183950e-01 -3.6405310e-01  1.5623176e-01
  1.0998151e+00  1.0707219e-01 -1.0715516e-01  1.7478769e-01
 -1.0128340e+00  1.0494952e+00 -6.8953902e-01  7.3785585e-01
  5.0003439e-01 -2.3372283e+00  1.0262109e-01  6.3073531e-02
 -3.2669072e+00  4.7606230e-01 -9.0417132e-02 -7.6860112e-01
 -1.1933415e-01 -1.3024040e-03]"
